enzyme	name	all	unique
AlfI	Hahellaceae	10634	10440
AlfI	Halomonadaceae	276424	268342
AlfI	Kangiellaceae	8270	8144
AlfI	Oceanospirillaceae	125778	122415
AlfI	Oleiphilaceae	7036	5277
AlfI	Saccharospirillaceae	16279	16047
AlfI	unclassified	6476	6376
AlfI	Orbaceae	13668	13395
AlfI	Pasteurellaceae	91613	89206
AlfI	Moraxellaceae	298245	285463
AlfI	Pseudomonadaceae	2482658	2428223
AlfI	Ventosimonadaceae	2019	1954
AlfI	Salinisphaeraceae	14332	13883
AlfI	Fastidiosibacteraceae	4851	4791
AlfI	Francisellaceae	4206	4121
AlfI	Piscirickettsiaceae	29893	29260
AlfI	Thiofilaceae	1025	1016
AlfI	Thiolinaceae	1433	1421
AlfI	Thiotrichaceae	14361	14232
AlfI	unclassified	2700	2474
AlfI	Vibrionaceae	423342	407598
AlfI	unclassified	1993	557
AlfI	Rhodanobacteraceae	222897	215995
AlfI	Xanthomonadaceae	789219	763685
AlfI	Candidatus Competibacteraceae	7510	7057
AlfI	Celerinatantimonadaceae	1279	1268
AlfI	unclassified	73006	65151
AlfI	Hydrogenophilaceae	4930	4580
AlfI	unclassified	1470	1402
AlfI	Bacteriovoracaceae	1840	1816
AlfI	Halobacteriovoraceae	1602	1582
AlfI	Bdellovibrionaceae	9893	9860
AlfI	Oligoflexaceae	3278	3258
AlfI	Pseudobacteriovoracaceae	1582	1579
AlfI	Silvanigrellaceae	505	501
AlfI	unclassified	624	618
AlfI	Mariprofundaceae	8977	8912
AlfI	unclassified	2327	2316
AlfI	class	1913	0
AlfI	unclassified	9170	3022
AlfI	Rubricoccaceae	2241	2195
AlfI	Salinibacteraceae	1659	1626
AlfI	Brachyspiraceae	4006	3955
AlfI	Brevinemataceae	262	260
AlfI	Leptospiraceae	30408	30155
AlfI	Borreliaceae	2491	2418
AlfI	Spirochaetaceae	37802	37103
AlfI	unclassified	431	248
AlfI	Synergistaceae	12573	12429
AlfI	Acholeplasmataceae	1031	999
AlfI	Anaeroplasmataceae	195	192
AlfI	Entomoplasmataceae	819	803
AlfI	Spiroplasmataceae	1617	1600
AlfI	Mycoplasmataceae	7235	7040
AlfI	unclassified	155	141
AlfI	unclassified	418	402
AlfI	Thermodesulfobacteriaceae	1677	1645
AlfI	Kosmotogaceae	2678	2660
AlfI	Mesoaciditogaceae	195	195
AlfI	Petrotogaceae	1490	1449
AlfI	Fervidobacteriaceae	1991	1970
AlfI	Thermotogaceae	2178	2170
AlfI	Methylacidiphilaceae	1608	1588
AlfI	Opitutaceae	28416	27986
AlfI	Puniceicoccaceae	2788	2772
AlfI	Chthoniobacteraceae	3550	3523
AlfI	unclassified	3934	3904
AlfI	Akkermansiaceae	10554	9405
AlfI	Rubritaleaceae	3368	3356
AlfI	Verrucomicrobia subdivision 3	2870	2854
AlfI	Verrucomicrobiaceae	34255	33980
AlfI	unclassified	1327	1308
AlfI	unclassified	13349	13052
AlfI	unclassified	680	668
AlfI	Candidatus Babeliaceae	82	81
AlfI	Haloplasmataceae	329	324
AlfI	unclassified	79294	47729
AlfI	Botryosphaeriaceae	12734	12659
AlfI	Mycosphaerellaceae	60557	59958
AlfI	Teratosphaeriaceae	10285	10268
AlfI	Saccotheciaceae	24854	24804
AlfI	Didymosphaeriaceae	14704	14652
AlfI	Leptosphaeriaceae	9922	9749
AlfI	Phaeosphaeriaceae	13541	13373
AlfI	Pleosporaceae	80989	80323
AlfI	Sympoventuriaceae	9986	9934
AlfI	unclassified	8820	8794
AlfI	Cyphellophoraceae	10568	10548
AlfI	Herpotrichiellaceae	177167	176818
AlfI	Aspergillaceae	263863	262467
AlfI	Thermoascaceae	6514	6469
AlfI	Trichocomaceae	29414	29063
AlfI	Ajellomycetaceae	13040	12639
AlfI	Arthrodermataceae	22307	22264
AlfI	Onygenaceae	5611	5581
AlfI	unclassified	19954	19655
AlfI	Verrucariaceae	9090	8952
AlfI	Dermateaceae	8769	8411
AlfI	Helotiaceae	7682	7675
AlfI	Hyaloscyphaceae	13643	13573
AlfI	Sclerotiniaceae	12699	12621
AlfI	unclassified	12215	12169
AlfI	Myxotrichaceae	5963	5934
AlfI	Pseudeurotiaceae	12977	12627
AlfI	Orbiliaceae	7546	7534
AlfI	Tuberaceae	17910	17197
AlfI	Pneumocystidaceae	1648	1612
AlfI	Ascoideaceae	2010	1972
AlfI	Debaryomycetaceae	26568	25978
AlfI	Dipodascaceae	4603	4583
AlfI	Metschnikowiaceae	17226	17081
AlfI	Phaffomycetaceae	4648	4594
AlfI	Pichiaceae	8095	7708
AlfI	Saccharomycetaceae	31030	30777
AlfI	Trichomonascaceae	5794	5713
AlfI	unclassified	2407	2403
AlfI	Schizosaccharomycetaceae	7602	7503
AlfI	Glomerellaceae	38951	38740
AlfI	Plectosphaerellaceae	30919	30746
AlfI	Clavicipitaceae	45680	45242
AlfI	Cordycipitaceae	36175	35916
AlfI	Hypocreaceae	81198	80925
AlfI	Nectriaceae	67049	65737
AlfI	Ophiocordycipitaceae	15780	15485
AlfI	Magnaporthaceae	13624	13395
AlfI	Pyriculariaceae	24560	24159
AlfI	Microascaceae	9572	9538
AlfI	Ophiostomataceae	24579	24346
AlfI	Chaetomiaceae	48774	48287
AlfI	Sordariaceae	23758	23579
AlfI	Togniniaceae	14372	14317
AlfI	Sporocadaceae	16020	15979
AlfI	Xylonaceae	6743	6718
AlfI	unclassified	3908	3874
AlfI	Agaricaceae	7752	7575
AlfI	Psathyrellaceae	6934	6787
AlfI	Schizophyllaceae	12908	12615
AlfI	Tricholomataceae	10102	8872
AlfI	Coniophoraceae	12720	12507
AlfI	Serpulaceae	9262	8757
AlfI	Punctulariaceae	10566	10311
AlfI	Gloeophyllaceae	10319	10022
AlfI	Hymenochaetaceae	8924	8565
AlfI	Dacryobolaceae	13703	13231
AlfI	Phanerochaetaceae	15712	14894
AlfI	Polyporaceae	27745	27071
AlfI	Sparassidaceae	12550	11988
AlfI	unclassified	9125	9088
AlfI	Bondarzewiaceae	9344	9013
AlfI	Stereaceae	9608	9450
AlfI	Ceraceosoraceae	14315	14298
AlfI	unclassified	17066	17002
AlfI	Brachybasidiaceae	4268	4241
AlfI	Cryptobasidiaceae	7907	7868
AlfI	Tilletiariaceae	10881	10868
AlfI	unclassified	13446	13436
