SampleID	2B	WMS2B	Group	Color
S1193	0.000300205	0.000335159	S07_3	Shared
S1194	0.000287056	0.000645504	S07_3	Shared
S1195	0.000286152	0.000265262	S07_3	Shared
S1196	0.000282399	0.000470978	S07_3	Shared
S1197	0.000277165	0.000172058	S07_3	Shared
S1198	0.000269643	0.001536143	S07_3	Shared
S1199	0.000255965	0.000459134	S07_3	Shared
S1200	0.00025499	0.000186724	S07_3	Shared
S1201	0.000252418	0.000188786	S07_3	Shared
S1202	0.00024849	0.000251512	S07_3	Shared
S1203	0.000248358	0.000461181	S07_3	Shared
S1204	0.000245312	0.000164811	S07_3	Shared
S1205	0.000241718	0.00022347	S07_3	Shared
S1206	0.00023676	0.000456256	S07_3	Shared
S1207	0.000232197	0.000438898	S07_3	Shared
S1208	0.000224538	0.000365581	S07_3	Shared
S1209	0.000222689	0.000237067	S07_3	Shared
S1210	0.000221981	0.000275486	S07_3	Shared
S1211	0.000216869	0.000321606	S07_3	Shared
S1212	0.000213321	0.00022818	S07_3	Shared
S1213	0.000211488	0.00017159	S07_3	Shared
S1214	0.000197992	0.000267519	S07_3	Shared
S1215	0.000191967	0.000386995	S07_3	Shared
S1216	0.000189071	0.000199217	S07_3	Shared
S1217	0.000179303	0.000271164	S07_3	Shared
S1218	0.000176939	0.000130926	S07_3	Shared
S1219	0.000175295	0.000117987	S07_3	Shared
S1220	0.000172696	0.000187922	S07_3	Shared
S1221	0.000171077	0.000254747	S07_3	Shared
S1222	0.000167406	0.000395008	S07_3	Shared
S1223	0.000164523	0.000131669	S07_3	Shared
S1224	0.000164153	0.000313678	S07_3	Shared
S1225	0.000161829	0.000428684	S07_3	Shared
S1226	0.000155669	0.000154601	S07_3	Shared
S1227	0.000154135	0.000119841	S07_3	Shared
S1228	0.000151424	0.000224326	S07_3	Shared
S1229	0.000148224	0.000452685	S07_3	Shared
S1230	0.000142942	0.000108388	S07_3	Shared
S1231	0.000134632	0.000116365	S07_3	Shared
S1232	0.000132334	0.000289479	S07_3	Shared
S1233	0.000100713	0.000243564	S07_3	Shared
S1234	0.000128978	0.000129904	S07_3	Shared
S1235	0.000127973	0.000112917	S07_3	Shared
S1236	0.000127643	0.000229728	S07_3	Shared
S1237	0.000122383	0.000131812	S07_3	Shared
S1238	0.000113995	0.000120011	S07_3	Shared
S1239	0.000107962	0.000106997	S07_3	Shared
S1240	0.000105955	0.000151306	S07_3	Shared
S1241	0.000121266	0.000291106	S07_3	Shared
S1242	0.000121051	0.000152025	S07_3	Shared
S1243	0.00012135	0	S07_3	2B
S1244	0.000120259	0	S07_3	2B
S1245	0.000115321	0	S07_3	2B
S1246	0.000130011	0	S07_3	2B
S1247	0.000244618	0.000105157	S07_3	Shared
S1248	0.000705018	0	S07_3	2B
S1249	0.000235327	0.000101033	S07_3	Shared
S1250	0.000103586	0	S07_3	2B
S1251	0.000101086	0	S07_3	2B
S1252	0.000180272	0.000276471	S07_3	Shared
S1253	0	0.000598102	S07_3	S07_3
S1254	0	0.000515147	S07_3	S07_3
S1255	0	0.000256955	S07_3	S07_3
S1256	0	0.000221711	S07_3	S07_3
S1257	0	0.000211882	S07_3	S07_3
S1258	0	0.000176908	S07_3	S07_3
S1259	0	0.000149942	S07_3	S07_3
S1260	0	0.000148822	S07_3	S07_3
S1261	0	0.000152367	S07_3	S07_3
S1262	0	0.000139933	S07_3	S07_3
S1263	0	0.000143604	S07_3	S07_3
S1264	0	0.00014228	S07_3	S07_3
S1265	0	0.000130534	S07_3	S07_3
S1266	0	0.000115072	S07_3	S07_3
S1267	0	0.000122954	S07_3	S07_3
S1268	0	0.000102551	S07_3	S07_3
S1269	0	0.000109576	S07_3	S07_3
S1270	0	0.000103604	S07_3	S07_3
S1271	0	0.000334866	S07_3	S07_3
S1272	0	0.000125521	S07_3	S07_3
S1273	0	0.000108699	S07_3	S07_3
S1274	0	0.000108366	S07_3	S07_3
S1275	0.290650403	0.291663957	S07_4	Shared
S1276	0.083473154	0.065270698	S07_4	Shared
S1277	0.062788004	0.050493644	S07_4	Shared
S1278	0.057521503	0.091774475	S07_4	Shared
S1279	0.051692031	0.056926099	S07_4	Shared
S1280	0.037824748	0.038469325	S07_4	Shared
S1281	0.032886113	0.02494293	S07_4	Shared
S1282	0.030292715	0.050453772	S07_4	Shared
S1283	0.029480468	0.019030977	S07_4	Shared
S1284	0.02430484	0.013458015	S07_4	Shared
S1285	0.013516099	0.012861333	S07_4	Shared
S1286	0.012316162	0.008753945	S07_4	Shared
S1287	0.011295178	0.009384652	S07_4	Shared
S1288	0.011144239	0.00766345	S07_4	Shared
S1289	0.010840355	0.010832663	S07_4	Shared
S1290	0.010278476	0.010338715	S07_4	Shared
S1291	0.010239531	0.006048543	S07_4	Shared
S1292	0.009976834	0.011262267	S07_4	Shared
S1293	0.00963285	0.005816729	S07_4	Shared
S1294	0.0092594	0.009677678	S07_4	Shared
S1295	0.00917717	0.008574982	S07_4	Shared
S1296	0.007598271	0.005855268	S07_4	Shared
S1297	0.007350692	0.006279655	S07_4	Shared
S1298	0.006385716	0.004032436	S07_4	Shared
S1299	0.005992357	0.004793199	S07_4	Shared
S1300	0.005812893	0.004028275	S07_4	Shared
S1301	0.005387977	0.006472076	S07_4	Shared
S1302	0.005254475	0.004040471	S07_4	Shared
S1303	0.005228268	0.005521493	S07_4	Shared
S1304	0.005004571	0.004076711	S07_4	Shared
S1305	0.004823823	0.004658208	S07_4	Shared
S1306	0.004371043	0.008855737	S07_4	Shared
S1307	0.004303696	0.003516479	S07_4	Shared
S1308	0.004238217	0.004202454	S07_4	Shared
S1309	0.004208187	0.004439199	S07_4	Shared
S1310	0.004192474	0.004752151	S07_4	Shared
S1311	0.003915152	0.003069745	S07_4	Shared
S1312	0.003518267	0.008467492	S07_4	Shared
S1313	0.003406435	0.003547946	S07_4	Shared
S1314	0.003254323	0.005553042	S07_4	Shared
S1315	0.00323083	0.002498355	S07_4	Shared
S1316	0.003190561	0.002166484	S07_4	Shared
S1317	0.003155754	0.002140107	S07_4	Shared
S1318	0.003003003	0.003019967	S07_4	Shared
S1319	0.002904007	0.001870199	S07_4	Shared
S1320	0.002665508	0.004774359	S07_4	Shared
S1321	0.002476021	0.002321669	S07_4	Shared
S1322	0.002452104	0.004068887	S07_4	Shared
S1323	0.002403394	0.001770023	S07_4	Shared
S1324	0.0024017	0.002105616	S07_4	Shared
S1325	0.002393903	0.006223693	S07_4	Shared
S1326	0.002183428	0.002174375	S07_4	Shared
S1327	0.002155056	0.001046735	S07_4	Shared
S1328	0.002137951	0.001801567	S07_4	Shared
S1329	0.001889243	0.001944937	S07_4	Shared
S1330	0.001758786	0.00061528	S07_4	Shared
S1331	0.001669249	0.001540868	S07_4	Shared
S1332	0.001575071	0.002237793	S07_4	Shared
S1333	0.001448412	0.003188351	S07_4	Shared
S1334	0.001411603	0.000955203	S07_4	Shared
S1335	0.001360172	0.001270481	S07_4	Shared
S1336	0.001241867	0.001752987	S07_4	Shared
S1337	0.00120317	0.000705896	S07_4	Shared
S1338	0.001095488	0.002124291	S07_4	Shared
S1339	0.001065978	0.000955203	S07_4	Shared
S1340	0.000982301	0.001445619	S07_4	Shared
S1341	0.000967861	0.000610126	S07_4	Shared
S1342	0.000869688	0.000720201	S07_4	Shared
S1343	0.000845388	0.000819149	S07_4	Shared
S1344	0.000834838	0.000624934	S07_4	Shared
S1345	0.000811114	0.00110757	S07_4	Shared
S1346	0.000769469	0.002113805	S07_4	Shared
S1347	0.000769469	0.000742539	S07_4	Shared
S1348	0.000766988	0.000984948	S07_4	Shared
S1349	0.000749777	0.000656143	S07_4	Shared
S1350	0.000714846	0.000454462	S07_4	Shared
S1351	0.000705089	0.001570504	S07_4	Shared
S1352	0.000653619	0.000761732	S07_4	Shared
S1353	0.000639715	0.002354871	S07_4	Shared
S1354	0.000639016	0.000582617	S07_4	Shared
S1355	0.000609068	0.000601151	S07_4	Shared
S1356	0.000592853	0.000460485	S07_4	Shared
S1357	0.000589476	0.000398589	S07_4	Shared
S1358	0.000566384	0.000378331	S07_4	Shared
S1359	0.000553456	0.000486564	S07_4	Shared
S1360	0.000549384	0.000437996	S07_4	Shared
S1361	0.000501726	0.000216199	S07_4	Shared
S1362	0.000497484	0.000346566	S07_4	Shared
S1363	0.000487947	0.000763365	S07_4	Shared
S1364	0.000482804	0.000318092	S07_4	Shared
S1365	0.00046379	0.000944889	S07_4	Shared
S1366	0.000457331	0.00094942	S07_4	Shared
S1367	0.000420386	0.000317814	S07_4	Shared
S1368	0.000415076	0.000582742	S07_4	Shared
S1369	0.00041232	0.000176694	S07_4	Shared
S1370	0.000407552	0.000260802	S07_4	Shared
S1371	0.000405974	0.00024775	S07_4	Shared
S1372	0.000389841	0.000218998	S07_4	Shared
S1373	0.000385578	0.000280809	S07_4	Shared
S1374	0.000384254	0.000212594	S07_4	Shared
S1375	0.000381681	0.000401056	S07_4	Shared
S1376	0.000369822	0.000681185	S07_4	Shared
S1377	0.000366885	0.000458067	S07_4	Shared
S1378	0.000358668	0.00073719	S07_4	Shared
S1379	0.000325618	0.000550103	S07_4	Shared
S1380	0.000300205	0.00033646	S07_4	Shared
S1381	0.000287056	0.000646937	S07_4	Shared
S1382	0.000286152	0.000282849	S07_4	Shared
S1383	0.000282399	0.000455554	S07_4	Shared
S1384	0.000277165	0.000187067	S07_4	Shared
S1385	0.000269643	0.001660003	S07_4	Shared
S1386	0.000255965	0.000430367	S07_4	Shared
S1387	0.00025499	0.000189352	S07_4	Shared
S1388	0.000252418	0.000176844	S07_4	Shared
S1389	0.00024849	0.000228617	S07_4	Shared
S1390	0.000248358	0.00044794	S07_4	Shared
S1391	0.000245312	0.000176986	S07_4	Shared
S1392	0.000241718	0.000208679	S07_4	Shared
S1393	0.00023676	0.000440456	S07_4	Shared
S1394	0.000232197	0.000416257	S07_4	Shared
S1395	0.000224538	0.000372694	S07_4	Shared
S1396	0.000222689	0.000236437	S07_4	Shared
S1397	0.000221981	0.000268786	S07_4	Shared
S1398	0.000216869	0.00025518	S07_4	Shared
S1399	0.000213321	0.000219536	S07_4	Shared
S1400	0.000211488	0.000180886	S07_4	Shared
S1401	0.000197992	0.000316447	S07_4	Shared
S1402	0.000191967	0.000379839	S07_4	Shared
S1403	0.000189071	0.000200991	S07_4	Shared
S1404	0.000179303	0.000285723	S07_4	Shared
S1405	0.000176939	0.000132439	S07_4	Shared
S1406	0.000175295	0.000128113	S07_4	Shared
S1407	0.000172696	0.000184923	S07_4	Shared
S1408	0.000171077	0.000261225	S07_4	Shared
S1409	0.000167406	0.000383371	S07_4	Shared
S1410	0.000164523	0.000216105	S07_4	Shared
S1411	0.000164153	0.000135163	S07_4	Shared
S1412	0.000161829	0.000427884	S07_4	Shared
S1413	0.000155669	0.000151191	S07_4	Shared
S1414	0.000154135	0.000107186	S07_4	Shared
S1415	0.000151424	0.000215016	S07_4	Shared
S1416	0.000148224	0.000430858	S07_4	Shared
S1417	0.000142942	0.000117727	S07_4	Shared
S1418	0.000134632	0.000129379	S07_4	Shared
S1419	0.000132334	0.000293071	S07_4	Shared
S1420	0.000100713	0.000262086	S07_4	Shared
S1421	0.000128978	0.000127078	S07_4	Shared
S1422	0.000127973	0.000107906	S07_4	Shared
S1423	0.000127643	0.000226246	S07_4	Shared
S1424	0.000122383	0.00016682	S07_4	Shared
S1425	0.000113995	0.000124369	S07_4	Shared
S1426	0.000107962	0.000112842	S07_4	Shared
S1427	0.000105955	0.000170424	S07_4	Shared
S1428	0.000121266	0.000294794	S07_4	Shared
S1429	0.000121051	0.000145713	S07_4	Shared
S1430	0.00012135	0	S07_4	2B
S1431	0.000120259	0	S07_4	2B
S1432	0.000115321	0	S07_4	2B
S1433	0.000130011	0	S07_4	2B
S1434	0.000244618	0	S07_4	2B
S1435	0.000705018	0	S07_4	2B
S1436	0.000235327	0.000104078	S07_4	Shared
S1437	0.000103586	0	S07_4	2B
S1438	0.000101086	0	S07_4	2B
S1439	0.000180272	0	S07_4	2B
S1440	0	0.000574818	S07_4	S07_4
S1441	0	0.00033416	S07_4	S07_4
S1442	0	0.000272654	S07_4	S07_4
S1443	0	0.000232544	S07_4	S07_4
S1444	0	0.000201063	S07_4	S07_4
S1445	0	0.000161955	S07_4	S07_4
S1446	0	0.000165339	S07_4	S07_4
S1447	0	0.000156544	S07_4	S07_4
S1448	0	0.000148176	S07_4	S07_4
S1449	0	0.000143381	S07_4	S07_4
S1450	0	0.000143309	S07_4	S07_4
S1451	0	0.000140784	S07_4	S07_4
S1452	0	0.000128558	S07_4	S07_4
S1453	0	0.000130811	S07_4	S07_4
S1454	0	0.000114047	S07_4	S07_4
S1455	0	0.000128054	S07_4	S07_4
S1456	0	0.000104404	S07_4	S07_4
S1457	0	0.000140219	S07_4	S07_4
S1458	0	0.000177778	S07_4	S07_4
S1459	0	0.000133626	S07_4	S07_4
