SampleID	2B	WMS2B	Group	Color
S0001	0.004977341	0.004317636	S01_2	Shared
S0002	0.618588771	0.609944965	S01_2	Shared
S0003	0.108060236	0.094558657	S01_2	Shared
S0004	0.048516917	0.061422391	S01_2	Shared
S0005	0.029654597	0.029588443	S01_2	Shared
S0006	0.014563636	0.014789267	S01_2	Shared
S0007	0.013726838	0.017050272	S01_2	Shared
S0008	0.013075271	0.012210938	S01_2	Shared
S0009	0.009452057	0.00784715	S01_2	Shared
S0010	0.00809256	0.011778098	S01_2	Shared
S0011	0.007072099	0.006928765	S01_2	Shared
S0012	0.006922308	0.01020741	S01_2	Shared
S0013	0.006547217	0.004421522	S01_2	Shared
S0014	0.006134406	0.006353498	S01_2	Shared
S0015	0.005945201	0.005377199	S01_2	Shared
S0016	0.005661883	0.004949374	S01_2	Shared
S0017	0.004718862	0.004426937	S01_2	Shared
S0018	0.00411217	0.003955725	S01_2	Shared
S0019	0.003780473	0.001877026	S01_2	Shared
S0020	0.00329937	0.003771457	S01_2	Shared
S0021	0.003052128	0.002717138	S01_2	Shared
S0022	0.003051394	0.002360385	S01_2	Shared
S0023	0.003045996	0.003132177	S01_2	Shared
S0024	0.002926068	0.002051687	S01_2	Shared
S0025	0.002808829	0.003100056	S01_2	Shared
S0026	0.002664369	0.00325066	S01_2	Shared
S0027	0.002580622	0.001817105	S01_2	Shared
S0028	0.002481657	0.002324991	S01_2	Shared
S0029	0.002410471	0.001654698	S01_2	Shared
S0030	0.00215125	0.002138918	S01_2	Shared
S0031	0.002027694	0.002667536	S01_2	Shared
S0032	0.001792148	0.003749877	S01_2	Shared
S0033	0.001789258	0.002306916	S01_2	Shared
S0034	0.001590827	0.002425276	S01_2	Shared
S0035	0.001564271	0.002428822	S01_2	Shared
S0036	0.001541503	0.001610687	S01_2	Shared
S0037	0.001533885	0.00095968	S01_2	Shared
S0038	0.001505207	0.001154906	S01_2	Shared
S0039	0.001405976	0.00114637	S01_2	Shared
S0040	0.001376867	0.001406003	S01_2	Shared
S0041	0.001270003	0.001027504	S01_2	Shared
S0042	0.001114139	0.001760066	S01_2	Shared
S0043	0.001074925	0.001004907	S01_2	Shared
S0044	0.00101695	0.000867634	S01_2	Shared
S0045	0.000947509	0.00163636	S01_2	Shared
S0046	0.000895032	0.00072061	S01_2	Shared
S0047	0.000874361	0.000380524	S01_2	Shared
S0048	0.000841842	0.000719226	S01_2	Shared
S0049	0.000840979	0.001146757	S01_2	Shared
S0050	0.000784826	0.00068859	S01_2	Shared
S0051	0.000752224	0.000792715	S01_2	Shared
S0052	0.000728291	0.001379099	S01_2	Shared
S0053	0.00066603	0.000425338	S01_2	Shared
S0054	0.00066165	0.00096117	S01_2	Shared
S0055	0.000661242	0.000861096	S01_2	Shared
S0056	0.000653677	0.001259225	S01_2	Shared
S0057	0.000611405	0.000342792	S01_2	Shared
S0058	0.000600725	0.000527976	S01_2	Shared
S0059	0.000577555	0.001208094	S01_2	Shared
S0060	0.000570428	0.000436039	S01_2	Shared
S0061	0.000545375	0.000874702	S01_2	Shared
S0062	0.000539591	0.000451156	S01_2	Shared
S0063	0.000504372	0.000257567	S01_2	Shared
S0064	0.000497364	0.001449258	S01_2	Shared
S0065	0.000491874	0.0004012	S01_2	Shared
S0066	0.000483958	0.000431965	S01_2	Shared
S0067	0.00047204	0.000204837	S01_2	Shared
S0068	0.00045996	0.000462246	S01_2	Shared
S0069	0.000443307	0.000355174	S01_2	Shared
S0070	0.000405025	0.000533161	S01_2	Shared
S0071	0.000384772	0.00028866	S01_2	Shared
S0072	0.000381233	0.000335728	S01_2	Shared
S0073	0.000362109	0.00036881	S01_2	Shared
S0074	0.000356053	0.000884895	S01_2	Shared
S0075	0.000355002	0.000282006	S01_2	Shared
S0076	0.000351404	0.000599377	S01_2	Shared
S0077	0.000317905	0.000552737	S01_2	Shared
S0078	0.000315434	0.000262881	S01_2	Shared
S0079	0.000313178	0.000505188	S01_2	Shared
S0080	0.000311662	0.000237531	S01_2	Shared
S0081	0.000291554	0.000469357	S01_2	Shared
S0082	0.000287245	0.000530967	S01_2	Shared
S0083	0.000286127	0.000242342	S01_2	Shared
S0084	0.000275964	0.000238725	S01_2	Shared
S0085	0.000266695	0.000303614	S01_2	Shared
S0086	0.000261464	0.000343704	S01_2	Shared
S0087	0.000258507	0.000519693	S01_2	Shared
S0088	0.000257005	0.000224449	S01_2	Shared
S0089	0.000256222	0.000236041	S01_2	Shared
S0090	0.000252879	0.000360602	S01_2	Shared
S0091	0.00025012	0.000245932	S01_2	Shared
S0092	0.000249241	0.000398845	S01_2	Shared
S0093	0.000239685	0.000147663	S01_2	Shared
S0094	0.000237795	0.000138337	S01_2	Shared
S0095	0.000232422	0.000344566	S01_2	Shared
S0096	0.00023109	0.000499184	S01_2	Shared
S0097	0.000223289	0.000383081	S01_2	Shared
S0098	0.000210421	0.000115304	S01_2	Shared
S0099	0.000205399	0.000135778	S01_2	Shared
S0100	0.000202303	0.00021313	S01_2	Shared
S0101	0.000199179	0.000154196	S01_2	Shared
S0102	0.000190042	0.000115281	S01_2	Shared
S0103	0.000183942	0.000159367	S01_2	Shared
S0104	0.000181953	0.000157389	S01_2	Shared
S0105	0.000166048	0.00026622	S01_2	Shared
S0106	0.000171002	0.000260522	S01_2	Shared
S0107	0.000121382	0.000259438	S01_2	Shared
S0108	0.000114605	0.000232014	S01_2	Shared
S0109	0.000141712	0.000190658	S01_2	Shared
S0110	0.000168441	0.000187071	S01_2	Shared
S0111	0.000174896	0.000180024	S01_2	Shared
S0112	0.000123933	0.000177287	S01_2	Shared
S0113	0.000139318	0.000173952	S01_2	Shared
S0114	0.000131015	0.000164838	S01_2	Shared
S0115	0.000146946	0.00015359	S01_2	Shared
S0116	0.000151937	0.000136951	S01_2	Shared
S0117	0.000105726	0.00013142	S01_2	Shared
S0118	0.000156522	0.000124148	S01_2	Shared
S0119	0.000119687	0.000123175	S01_2	Shared
S0120	0.000108955	0.000115326	S01_2	Shared
S0121	0.000416684	0.000167262	S01_2	Shared
S0122	0.000180781	0	S01_2	2B
S0123	0.000172366	0	S01_2	2B
S0124	0.000137621	0	S01_2	2B
S0125	0.000136993	0	S01_2	2B
S0126	0.000131326	0	S01_2	2B
S0127	0.00010786	0	S01_2	2B
S0128	0.000105656	0	S01_2	2B
S0129	0	0.000451575	S01_2	S01_2
S0130	0	0.000230767	S01_2	S01_2
S0131	0	0.00021472	S01_2	S01_2
S0132	0	0.000214017	S01_2	S01_2
S0133	0	0.000130488	S01_2	S01_2
S0134	0	0.000141401	S01_2	S01_2
S0135	0	0.000132248	S01_2	S01_2
S0136	0	0.000126349	S01_2	S01_2
S0137	0	0.000115657	S01_2	S01_2
S0138	0	0.000197471	S01_2	S01_2
S0139	0	0.000152149	S01_2	S01_2
S0140	0	0.000106296	S01_2	S01_2
S0141	0.004977341	0.004157188	S01_3	Shared
S0142	0.618588771	0.609782768	S01_3	Shared
S0143	0.108060236	0.094573281	S01_3	Shared
S0144	0.048516917	0.061179329	S01_3	Shared
S0145	0.029654597	0.029720361	S01_3	Shared
S0146	0.014563636	0.014835661	S01_3	Shared
S0147	0.013726838	0.017174996	S01_3	Shared
S0148	0.013075271	0.012170307	S01_3	Shared
S0149	0.009452057	0.007859144	S01_3	Shared
S0150	0.00809256	0.0117966	S01_3	Shared
S0151	0.007072099	0.006929865	S01_3	Shared
S0152	0.006922308	0.010284892	S01_3	Shared
S0153	0.006547217	0.004518536	S01_3	Shared
S0154	0.006134406	0.006392537	S01_3	Shared
S0155	0.005945201	0.005352975	S01_3	Shared
S0156	0.005661883	0.004964061	S01_3	Shared
S0157	0.004718862	0.004311108	S01_3	Shared
S0158	0.00411217	0.003893681	S01_3	Shared
S0159	0.003780473	0.002096575	S01_3	Shared
S0160	0.00329937	0.003781879	S01_3	Shared
S0161	0.003052128	0.002710474	S01_3	Shared
S0162	0.003051394	0.002348616	S01_3	Shared
S0163	0.003045996	0.003116303	S01_3	Shared
S0164	0.002926068	0.002004382	S01_3	Shared
S0165	0.002808829	0.003068585	S01_3	Shared
S0166	0.002664369	0.003179456	S01_3	Shared
S0167	0.002580622	0.00184793	S01_3	Shared
S0168	0.002481657	0.002304381	S01_3	Shared
S0169	0.002410471	0.001659101	S01_3	Shared
S0170	0.00215125	0.002147865	S01_3	Shared
S0171	0.002027694	0.002670982	S01_3	Shared
S0172	0.001792148	0.003728254	S01_3	Shared
S0173	0.001789258	0.002087397	S01_3	Shared
S0174	0.001590827	0.00237561	S01_3	Shared
S0175	0.001564271	0.002379219	S01_3	Shared
S0176	0.001541503	0.001620723	S01_3	Shared
S0177	0.001533885	0.000952438	S01_3	Shared
S0178	0.001505207	0.001164394	S01_3	Shared
S0179	0.001405976	0.001138414	S01_3	Shared
S0180	0.001376867	0.001412225	S01_3	Shared
S0181	0.001270003	0.001056587	S01_3	Shared
S0182	0.001114139	0.001708349	S01_3	Shared
S0183	0.001074925	0.00096134	S01_3	Shared
S0184	0.00101695	0.00083373	S01_3	Shared
S0185	0.000947509	0.001633836	S01_3	Shared
S0186	0.000895032	0.000726896	S01_3	Shared
S0187	0.000874361	0.000390216	S01_3	Shared
S0188	0.000841842	0.000710927	S01_3	Shared
S0189	0.000840979	0.001214109	S01_3	Shared
S0190	0.000784826	0.000722002	S01_3	Shared
S0191	0.000752224	0.000762132	S01_3	Shared
S0192	0.000728291	0.001354599	S01_3	Shared
S0193	0.00066603	0.000404757	S01_3	Shared
S0194	0.00066165	0.001024094	S01_3	Shared
S0195	0.000661242	0.000864472	S01_3	Shared
S0196	0.000653677	0.001245202	S01_3	Shared
S0197	0.000611405	0.000350626	S01_3	Shared
S0198	0.000600725	0.000432438	S01_3	Shared
S0199	0.000577555	0.001206172	S01_3	Shared
S0200	0.000570428	0.000385821	S01_3	Shared
S0201	0.000545375	0.000855694	S01_3	Shared
S0202	0.000539591	0.000461543	S01_3	Shared
S0203	0.000504372	0.00026799	S01_3	Shared
S0204	0.000497364	0.00146748	S01_3	Shared
S0205	0.000491874	0.000401623	S01_3	Shared
S0206	0.000483958	0.000417437	S01_3	Shared
S0207	0.00047204	0.000232037	S01_3	Shared
S0208	0.00045996	0.00047704	S01_3	Shared
S0209	0.000443307	0.000359082	S01_3	Shared
S0210	0.000405025	0.00050522	S01_3	Shared
S0211	0.000384772	0.000314376	S01_3	Shared
S0212	0.000381233	0.000329142	S01_3	Shared
S0213	0.000362109	0.000353126	S01_3	Shared
S0214	0.000356053	0.000850746	S01_3	Shared
S0215	0.000355002	0.00031462	S01_3	Shared
S0216	0.000351404	0.000591324	S01_3	Shared
S0217	0.000317905	0.000529889	S01_3	Shared
S0218	0.000315434	0.000260325	S01_3	Shared
S0219	0.000313178	0.000480985	S01_3	Shared
S0220	0.000311662	0.000277139	S01_3	Shared
S0221	0.000291554	0.000517239	S01_3	Shared
S0222	0.000287245	0.000534929	S01_3	Shared
S0223	0.000286127	0.00025201	S01_3	Shared
S0224	0.000275964	0.000312918	S01_3	Shared
S0225	0.000266695	0.000306422	S01_3	Shared
S0226	0.000261464	0.000344692	S01_3	Shared
S0227	0.000258507	0.000516802	S01_3	Shared
S0228	0.000257005	0.000237135	S01_3	Shared
S0229	0.000256222	0.000243998	S01_3	Shared
S0230	0.000252879	0.000357285	S01_3	Shared
S0231	0.00025012	0.000192337	S01_3	Shared
S0232	0.000249241	0.000406733	S01_3	Shared
S0233	0.000239685	0.000186005	S01_3	Shared
S0234	0.000237795	0.000157717	S01_3	Shared
S0235	0.000232422	0.000356774	S01_3	Shared
S0236	0.00023109	0.000492251	S01_3	Shared
S0237	0.000223289	0.000349822	S01_3	Shared
S0238	0.000210421	0.000118561	S01_3	Shared
S0239	0.000205399	0.000112854	S01_3	Shared
S0240	0.000202303	0.000175884	S01_3	Shared
S0241	0.000199179	0.000137196	S01_3	Shared
S0242	0.000190042	0.000122326	S01_3	Shared
S0243	0.000183942	0.000167863	S01_3	Shared
S0244	0.000181953	0.000196944	S01_3	Shared
S0245	0.000166048	0.000269171	S01_3	Shared
S0246	0.000171002	0.000698709	S01_3	Shared
S0247	0.000121382	0.000221457	S01_3	Shared
S0248	0.000114605	0.000236441	S01_3	Shared
S0249	0.000141712	0.000180285	S01_3	Shared
S0250	0.000168441	0.000155273	S01_3	Shared
S0251	0.000174896	0.000176052	S01_3	Shared
S0252	0.000123933	0.000155222	S01_3	Shared
S0253	0.000139318	0.000204345	S01_3	Shared
S0254	0.000131015	0.000188883	S01_3	Shared
S0255	0.000146946	0.000155089	S01_3	Shared
S0256	0.000151937	0.000150887	S01_3	Shared
S0257	0.000105726	0.000164448	S01_3	Shared
S0258	0.000156522	0.000122788	S01_3	Shared
S0259	0.000119687	0.000127283	S01_3	Shared
S0260	0.000108955	0.000118065	S01_3	Shared
S0261	0.000416684	0.000231734	S01_3	Shared
S0262	0.000172366	0.000106029	S01_3	Shared
S0263	0.000180781	0	S01_3	2B
S0264	0.000137621	0	S01_3	2B
S0265	0.000136993	0	S01_3	2B
S0266	0.000131326	0	S01_3	2B
S0267	0.00010786	0	S01_3	2B
S0268	0.000105656	0	S01_3	2B
S0269	0	0.000417279	S01_3	S01_3
S0270	0	0.000225662	S01_3	S01_3
S0271	0	0.000201365	S01_3	S01_3
S0272	0	0.000155983	S01_3	S01_3
S0273	0	0.000141655	S01_3	S01_3
S0274	0	0.000139956	S01_3	S01_3
S0275	0	0.000132255	S01_3	S01_3
S0276	0	0.000131836	S01_3	S01_3
S0277	0	0.000121726	S01_3	S01_3
S0278	0	0.000119274	S01_3	S01_3
S0279	0	0.000112838	S01_3	S01_3
S0280	0	0.000111494	S01_3	S01_3
S0281	0	0.0001022	S01_3	S01_3
S0282	0.004977341	0.004326685	S01_4	Shared
S0283	0.618588771	0.608944613	S01_4	Shared
S0284	0.108060236	0.094728237	S01_4	Shared
S0285	0.048516917	0.061334799	S01_4	Shared
S0286	0.029654597	0.029546568	S01_4	Shared
S0287	0.014563636	0.014804032	S01_4	Shared
S0288	0.013726838	0.016661431	S01_4	Shared
S0289	0.013075271	0.012225172	S01_4	Shared
S0290	0.009452057	0.007784775	S01_4	Shared
S0291	0.00809256	0.011769123	S01_4	Shared
S0292	0.007072099	0.0069383	S01_4	Shared
S0293	0.006922308	0.010204868	S01_4	Shared
S0294	0.006547217	0.004490073	S01_4	Shared
S0295	0.006134406	0.00633537	S01_4	Shared
S0296	0.005945201	0.005432581	S01_4	Shared
S0297	0.005661883	0.005013687	S01_4	Shared
S0298	0.004718862	0.004501698	S01_4	Shared
S0299	0.00411217	0.003956615	S01_4	Shared
S0300	0.003780473	0.001875683	S01_4	Shared
S0301	0.00329937	0.003829071	S01_4	Shared
S0302	0.003052128	0.002696259	S01_4	Shared
S0303	0.003051394	0.002313023	S01_4	Shared
S0304	0.003045996	0.003094455	S01_4	Shared
S0305	0.002926068	0.002066045	S01_4	Shared
S0306	0.002808829	0.003080616	S01_4	Shared
S0307	0.002664369	0.003200747	S01_4	Shared
S0308	0.002580622	0.001854596	S01_4	Shared
S0309	0.002481657	0.002304388	S01_4	Shared
S0310	0.002410471	0.001637879	S01_4	Shared
S0311	0.00215125	0.002126829	S01_4	Shared
S0312	0.002027694	0.002627485	S01_4	Shared
S0313	0.001792148	0.003727578	S01_4	Shared
S0314	0.001789258	0.00227327	S01_4	Shared
S0315	0.001590827	0.002448487	S01_4	Shared
S0316	0.001564271	0.002393971	S01_4	Shared
S0317	0.001541503	0.001659833	S01_4	Shared
S0318	0.001533885	0.000989982	S01_4	Shared
S0319	0.001505207	0.001195232	S01_4	Shared
S0320	0.001405976	0.001183602	S01_4	Shared
S0321	0.001376867	0.001435298	S01_4	Shared
S0322	0.001270003	0.001040829	S01_4	Shared
S0323	0.001114139	0.001757949	S01_4	Shared
S0324	0.001074925	0.000982693	S01_4	Shared
S0325	0.00101695	0.000892608	S01_4	Shared
S0326	0.000947509	0.001636014	S01_4	Shared
S0327	0.000895032	0.000719182	S01_4	Shared
S0328	0.000874361	0.00034605	S01_4	Shared
S0329	0.000841842	0.000704643	S01_4	Shared
S0330	0.000840979	0.001142137	S01_4	Shared
S0331	0.000784826	0.000733561	S01_4	Shared
S0332	0.000752224	0.000790346	S01_4	Shared
S0333	0.000728291	0.001356164	S01_4	Shared
S0334	0.00066603	0.000439461	S01_4	Shared
S0335	0.00066165	0.001040864	S01_4	Shared
S0336	0.000661242	0.001237318	S01_4	Shared
S0337	0.000653677	0.001244043	S01_4	Shared
S0338	0.000611405	0.000317984	S01_4	Shared
S0339	0.000600725	0.000468486	S01_4	Shared
S0340	0.000577555	0.001186699	S01_4	Shared
S0341	0.000570428	0.000401794	S01_4	Shared
S0342	0.000545375	0.00087951	S01_4	Shared
S0343	0.000539591	0.000449223	S01_4	Shared
S0344	0.000504372	0.000274758	S01_4	Shared
S0345	0.000497364	0.001512253	S01_4	Shared
S0346	0.000491874	0.000390776	S01_4	Shared
S0347	0.000483958	0.000415048	S01_4	Shared
S0348	0.00047204	0.000229607	S01_4	Shared
S0349	0.00045996	0.000472866	S01_4	Shared
S0350	0.000443307	0.000355913	S01_4	Shared
S0351	0.000405025	0.00051064	S01_4	Shared
S0352	0.000384772	0.000310307	S01_4	Shared
S0353	0.000381233	0.000326415	S01_4	Shared
S0354	0.000362109	0.00035957	S01_4	Shared
S0355	0.000356053	0.001071341	S01_4	Shared
S0356	0.000355002	0.000332486	S01_4	Shared
S0357	0.000351404	0.000601725	S01_4	Shared
S0358	0.000317905	0.000549492	S01_4	Shared
S0359	0.000315434	0.000254411	S01_4	Shared
S0360	0.000313178	0.000481937	S01_4	Shared
S0361	0.000311662	0.000264232	S01_4	Shared
S0362	0.000291554	0.00052914	S01_4	Shared
S0363	0.000287245	0.000527788	S01_4	Shared
S0364	0.000286127	0.000272021	S01_4	Shared
S0365	0.000275964	0.000247803	S01_4	Shared
S0366	0.000266695	0.000317761	S01_4	Shared
S0367	0.000261464	0.000361719	S01_4	Shared
S0368	0.000258507	0.000523903	S01_4	Shared
S0369	0.000257005	0.000212903	S01_4	Shared
S0370	0.000256222	0.000239055	S01_4	Shared
S0371	0.000252879	0.000361431	S01_4	Shared
S0372	0.00025012	0.000173319	S01_4	Shared
S0373	0.000249241	0.000417031	S01_4	Shared
S0374	0.000239685	0.000201037	S01_4	Shared
S0375	0.000237795	0.000152135	S01_4	Shared
S0376	0.000232422	0.000362135	S01_4	Shared
S0377	0.00023109	0.000495807	S01_4	Shared
S0378	0.000223289	0.000381685	S01_4	Shared
S0379	0.000210421	0.000115394	S01_4	Shared
S0380	0.000205399	0.00011126	S01_4	Shared
S0381	0.000202303	0.000187921	S01_4	Shared
S0382	0.000199179	0.000161522	S01_4	Shared
S0383	0.000190042	0.000131494	S01_4	Shared
S0384	0.000183942	0.000217327	S01_4	Shared
S0385	0.000181953	0.000203762	S01_4	Shared
S0386	0.000166048	0.000254442	S01_4	Shared
S0387	0.000171002	0.000633985	S01_4	Shared
S0388	0.000121382	0.000236756	S01_4	Shared
S0389	0.000114605	0.000230155	S01_4	Shared
S0390	0.000141712	0.000187892	S01_4	Shared
S0391	0.000168441	0.000180906	S01_4	Shared
S0392	0.000174896	0.000186947	S01_4	Shared
S0393	0.000123933	0.000184217	S01_4	Shared
S0394	0.000139318	0.000205052	S01_4	Shared
S0395	0.000131015	0.000193985	S01_4	Shared
S0396	0.000146946	0.000147219	S01_4	Shared
S0397	0.000151937	0.00013983	S01_4	Shared
S0398	0.000105726	0.00011399	S01_4	Shared
S0399	0.000156522	0.000112663	S01_4	Shared
S0400	0.000119687	0.000109111	S01_4	Shared
S0401	0.000108955	0.000121797	S01_4	Shared
S0402	0.000131326	0.000105393	S01_4	Shared
S0403	0.000416684	0	S01_4	2B
S0404	0.000172366	0	S01_4	2B
S0405	0.000180781	0	S01_4	2B
S0406	0.000137621	0	S01_4	2B
S0407	0.000136993	0	S01_4	2B
S0408	0.00010786	0	S01_4	2B
S0409	0.000105656	0	S01_4	2B
S0410	0	0.000414158	S01_4	S01_4
S0411	0	0.000377178	S01_4	S01_4
S0412	0	0.000282262	S01_4	S01_4
S0413	0	0.00017692	S01_4	S01_4
S0414	0	0.000163005	S01_4	S01_4
S0415	0	0.000141231	S01_4	S01_4
S0416	0	0.000138531	S01_4	S01_4
S0417	0	0.000130922	S01_4	S01_4
S0418	0	0.000123134	S01_4	S01_4
S0419	0	0.000104388	S01_4	S01_4
S0420	0	0.000103856	S01_4	S01_4
S0421	0	0.000100431	S01_4	S01_4
S0422	0.579998107	0.553225756	S06_2	Shared
S0423	0.072345373	0.074878579	S06_2	Shared
S0424	0.043624683	0.063027411	S06_2	Shared
S0425	0.042556545	0.045816682	S06_2	Shared
S0426	0.031254428	0.013115344	S06_2	Shared
S0427	0.028321336	0.024677347	S06_2	Shared
S0428	0.017231312	0.01774715	S06_2	Shared
S0429	0.015859548	0.015433972	S06_2	Shared
S0430	0.011602406	0.01048151	S06_2	Shared
S0431	0.010971678	0.012400491	S06_2	Shared
S0432	0.009966333	0.01177547	S06_2	Shared
S0433	0.009262017	0.015771531	S06_2	Shared
S0434	0.007132557	0.004788136	S06_2	Shared
S0435	0.006796738	0.004778038	S06_2	Shared
S0436	0.006352244	0.012986336	S06_2	Shared
S0437	0.005837048	0.00623638	S06_2	Shared
S0438	0.005571942	0.005851817	S06_2	Shared
S0439	0.005078752	0.006068954	S06_2	Shared
S0440	0.004867159	0.004678317	S06_2	Shared
S0441	0.004577827	0.003640749	S06_2	Shared
S0442	0.004303993	0.003770346	S06_2	Shared
S0443	0.004045535	0.00312687	S06_2	Shared
S0444	0.003967391	0.003882947	S06_2	Shared
S0445	0.003888071	0.005095052	S06_2	Shared
S0446	0.00375204	0.003823578	S06_2	Shared
S0447	0.003374652	0.003504008	S06_2	Shared
S0448	0.002955955	0.002107047	S06_2	Shared
S0449	0.002678613	0.002062669	S06_2	Shared
S0450	0.002403178	0.002150688	S06_2	Shared
S0451	0.002162979	0.003288578	S06_2	Shared
S0452	0.001929191	0.002969274	S06_2	Shared
S0453	0.001810977	0.00369654	S06_2	Shared
S0454	0.001746823	0.002534645	S06_2	Shared
S0455	0.001702231	0.001964859	S06_2	Shared
S0456	0.001634729	0.002010215	S06_2	Shared
S0457	0.001531935	0.001040934	S06_2	Shared
S0458	0.001488891	0.00105765	S06_2	Shared
S0459	0.001031024	0.001061046	S06_2	Shared
S0460	0.000991048	0.001625443	S06_2	Shared
S0461	0.000903523	0.000883805	S06_2	Shared
S0462	0.000886648	0.000442813	S06_2	Shared
S0463	0.000846055	0.001259466	S06_2	Shared
S0464	0.000845267	0.001603967	S06_2	Shared
S0465	0.000843349	0.00179069	S06_2	Shared
S0466	0.000814315	0.000687728	S06_2	Shared
S0467	0.000778084	0.000878479	S06_2	Shared
S0468	0.000764998	0.000697889	S06_2	Shared
S0469	0.000742488	0.000603643	S06_2	Shared
S0470	0.00074067	0.000746033	S06_2	Shared
S0471	0.000720321	0.00014066	S06_2	Shared
S0472	0.000650814	0.000724859	S06_2	Shared
S0473	0.000637865	0.001262128	S06_2	Shared
S0474	0.000636542	0.001067892	S06_2	Shared
S0475	0.000631084	0.000588321	S06_2	Shared
S0476	0.000611525	0.000472964	S06_2	Shared
S0477	0.000592545	0.000366479	S06_2	Shared
S0478	0.000548093	0.00051143	S06_2	Shared
S0479	0.000543928	0.000698727	S06_2	Shared
S0480	0.000538408	0.000210765	S06_2	Shared
S0481	0.000529777	0.000964822	S06_2	Shared
S0482	0.000503115	0.000431547	S06_2	Shared
S0483	0.000492951	0.000498171	S06_2	Shared
S0484	0.000487827	0.000779151	S06_2	Shared
S0485	0.00048725	0.000363205	S06_2	Shared
S0486	0.000480842	0.000551102	S06_2	Shared
S0487	0.00047704	0.00059418	S06_2	Shared
S0488	0.000459175	0.000663375	S06_2	Shared
S0489	0.000458292	0.000510678	S06_2	Shared
S0490	0.000448673	0.00038548	S06_2	Shared
S0491	0.000437355	0.000309356	S06_2	Shared
S0492	0.000388388	0.0008091	S06_2	Shared
S0493	0.000385654	0.000381111	S06_2	Shared
S0494	0.00036463	0.000894719	S06_2	Shared
S0495	0.000356757	0.000376979	S06_2	Shared
S0496	0.000318027	0.000580396	S06_2	Shared
S0497	0.000105896	0.000179537	S06_2	Shared
S0498	0.000190977	0.000454264	S06_2	Shared
S0499	0.000221611	0.000460662	S06_2	Shared
S0500	0.000190492	0.000459672	S06_2	Shared
S0501	0.000313174	0.000346955	S06_2	Shared
S0502	0.000294064	0.000410905	S06_2	Shared
S0503	0.000138131	0.000430318	S06_2	Shared
S0504	0.000112069	0.000223854	S06_2	Shared
S0505	0.000233876	0.000353869	S06_2	Shared
S0506	0.000351196	0.000361439	S06_2	Shared
S0507	0.000200684	0.000393637	S06_2	Shared
S0508	0.000164107	0.000310191	S06_2	Shared
S0509	0.000338031	0.000302225	S06_2	Shared
S0510	0.00022947	0.000328371	S06_2	Shared
S0511	0.000258592	0.000319882	S06_2	Shared
S0512	0.000185575	0.000327632	S06_2	Shared
S0513	0.000156467	0.000260157	S06_2	Shared
S0514	0.000303858	0.000293233	S06_2	Shared
S0515	0.000306738	0.000308067	S06_2	Shared
S0516	0.000237847	0.000299514	S06_2	Shared
S0517	0.000194368	0.000214675	S06_2	Shared
S0518	0.000202654	0.00025288	S06_2	Shared
S0519	0.000181738	0.000266388	S06_2	Shared
S0520	0.000184608	0.000247189	S06_2	Shared
S0521	0.000287123	0.000256754	S06_2	Shared
S0522	0.000163846	0.000231563	S06_2	Shared
S0523	0.000126639	0.000232005	S06_2	Shared
S0524	0.000199065	0.0002169	S06_2	Shared
S0525	0.000265695	0.000248382	S06_2	Shared
S0526	0.000280207	0.000251299	S06_2	Shared
S0527	0.000260632	0.000222715	S06_2	Shared
S0528	0.000208623	0.00021339	S06_2	Shared
S0529	0.000116557	0.000221616	S06_2	Shared
S0530	0.000207539	0.000171159	S06_2	Shared
S0531	0.000284334	0.000253774	S06_2	Shared
S0532	0.000182934	0.000243284	S06_2	Shared
S0533	0.00015462	0.000194987	S06_2	Shared
S0534	0.000186267	0.000241574	S06_2	Shared
S0535	0.000241692	0.000196642	S06_2	Shared
S0536	0.000186104	0.000181826	S06_2	Shared
S0537	0.00011857	0.000186927	S06_2	Shared
S0538	0.000155983	0.000192952	S06_2	Shared
S0539	0.000232106	0.00015243	S06_2	Shared
S0540	0.000164268	0.000139791	S06_2	Shared
S0541	0.00010391	0.000124168	S06_2	Shared
S0542	0.000120842	0.000132837	S06_2	Shared
S0543	0.000115334	0.000130265	S06_2	Shared
S0544	0.000101378	0.000141658	S06_2	Shared
S0545	0.000105003	0.000103494	S06_2	Shared
S0546	0.00015725	0.000114018	S06_2	Shared
S0547	0.000251947	0.000110153	S06_2	Shared
S0548	0.000235952	0.000231201	S06_2	Shared
S0549	0.000351564	0.000170572	S06_2	Shared
S0550	0.000115445	0.000100209	S06_2	Shared
S0551	0.000119912	0	S06_2	2B
S0552	0.000113482	0	S06_2	2B
S0553	0.000122173	0	S06_2	2B
S0554	0.000144637	0	S06_2	2B
S0555	0.000137405	0	S06_2	2B
S0556	0.000109613	0	S06_2	2B
S0557	0.000109474	0	S06_2	2B
S0558	0.000206087	0	S06_2	2B
S0559	0	0.000344137	S06_2	S06_2
S0560	0	0.000338668	S06_2	S06_2
S0561	0	0.000320702	S06_2	S06_2
S0562	0	0.000267839	S06_2	S06_2
S0563	0	0.000115625	S06_2	S06_2
S0564	0	0.000162479	S06_2	S06_2
S0565	0	0.000265732	S06_2	S06_2
S0566	0	0.000159218	S06_2	S06_2
S0567	0	0.000136945	S06_2	S06_2
S0568	0	0.000149211	S06_2	S06_2
S0569	0	0.000124671	S06_2	S06_2
S0570	0	0.000141481	S06_2	S06_2
