SampleID	16S	2B	Group	Color
S_4818	0.000127747	0.00033753	Car_KC06T1P.1	Shared
S_4819	0	0.000136946	Car_KC06T1P.1	2B
S_4820	0	0.000306047	Car_KC06T1P.1	2B
S_4821	0	0.000580902	Car_KC06T1P.1	2B
S_4822	0.003142565	0.00063043	Car_KC06T1P.1	Shared
S_4825	0.006566173	0.002035459	Car_KC06T1P.1	Shared
S_4827	0.00038324	0	Car_KC06T1P.1	16S
S_4830	0.000792029	0	Car_KC06T1P.1	16S
S_4834	0	0.000393578	Car_KC06T1P.1	2B
S_4835	0.000792029	0.00022863	Car_KC06T1P.1	Shared
S_4838	0.000153296	0	Car_KC06T1P.1	16S
S_4839	0.000510986	0	Car_KC06T1P.1	16S
S_4845	0.043025038	0.096655089	Car_KC06T1P.1	Shared
S_4846	0.000153296	0	Car_KC06T1P.1	16S
S_4849	0	0.000134901	Car_KC06T1P.1	2B
S_4850	0.000229944	0.000855248	Car_KC06T1P.1	Shared
S_4853	0	0.000430939	Car_KC06T1P.1	2B
S_4856	0.000434338	0	Car_KC06T1P.1	16S
S_4857	0	0.000253056	Car_KC06T1P.1	2B
S_4859	0.001814001	0.007746859	Car_KC06T1P.1	Shared
S_4860	0.000102197	0.000733484	Car_KC06T1P.1	Shared
S_4861	0.000153296	0.000113407	Car_KC06T1P.1	Shared
S_4862	0.000153296	0	Car_KC06T1P.1	16S
S_4863	0	0.000633791	Car_KC06T1P.1	2B
S_4864	0	0.000153511	Car_KC06T1P.1	2B
S_4865	0.000204394	0	Car_KC06T1P.1	16S
S_4869	0.000281042	0.000553778	Car_KC06T1P.1	Shared
S_4870	0.00038324	0.000157624	Car_KC06T1P.1	Shared
S_4872	0.000102197	0	Car_KC06T1P.1	16S
S_4875	0	0.000434067	Car_KC06T1P.1	2B
S_4877	0.001379663	0.005087196	Car_KC06T1P.1	Shared
S_4884	0.001609607	0.003346554	Car_KC06T1P.1	Shared
S_4885	0	0.00015681	Car_KC06T1P.1	2B
S_4886	0.000127747	0	Car_KC06T1P.1	16S
S_4887	0.000153296	0	Car_KC06T1P.1	16S
S_4888	0.002146142	0.001369284	Car_KC06T1P.1	Shared
S_4891	0.000153296	0	Car_KC06T1P.1	16S
S_4892	0.001303015	0	Car_KC06T1P.1	16S
S_4893	0.002350537	0.00045966	Car_KC06T1P.1	Shared
S_4896	0.001532959	0.008621523	Car_KC06T1P.1	Shared
S_4898	0.000204394	0.000712457	Car_KC06T1P.1	Shared
S_4900	0.000255493	0.000277396	Car_KC06T1P.1	Shared
S_4902	0.000204394	0.000337687	Car_KC06T1P.1	Shared
S_4904	0	0.000145504	Car_KC06T1P.1	2B
S_4907	0.002631579	0.005775598	Car_KC06T1P.1	Shared
S_4912	0.000102197	0.000363039	Car_KC06T1P.1	Shared
S_4913	0.000127747	0.000110744	Car_KC06T1P.1	Shared
S_4923	0.000638733	0	Car_KC06T1P.1	16S
S_4925	0.000332141	0	Car_KC06T1P.1	16S
S_4928	0	0.000120585	Car_KC06T1P.1	2B
S_4931	0.003270312	0.001033598	Car_KC06T1P.1	Shared
S_4935	0.001354113	0.004571753	Car_KC06T1P.1	Shared
S_4941	0.000664282	0.001382577	Car_KC06T1P.1	Shared
S_4943	0.00074093	0	Car_KC06T1P.1	16S
S_4944	0.000894226	0.00327354	Car_KC06T1P.1	Shared
S_4949	0.002401635	0.000134203	Car_KC06T1P.1	Shared
S_4951	0.000459888	0.000531444	Car_KC06T1P.1	Shared
S_4952	0.000178845	0	Car_KC06T1P.1	16S
S_4955	0	0.000202679	Car_KC06T1P.1	2B
S_4956	0	0.000102591	Car_KC06T1P.1	2B
S_4957	0.000281042	0.00017815	Car_KC06T1P.1	Shared
S_4959	0.000127747	0	Car_KC06T1P.1	16S
S_4960	0.000178845	0.000130922	Car_KC06T1P.1	Shared
S_4963	0.000843127	0.002714927	Car_KC06T1P.1	Shared
S_4964	0.000766479	0.000557621	Car_KC06T1P.1	Shared
S_4965	0	0.000448158	Car_KC06T1P.1	2B
S_4966	0	0.00173966	Car_KC06T1P.1	2B
S_4967	0.001405212	0.000548234	Car_KC06T1P.1	Shared
S_4968	0.037634134	0.052235452	Car_KC06T1P.1	Shared
S_4972	0.000127747	0.000364385	Car_KC06T1P.1	Shared
S_4973	0.000204394	0.001992667	Car_KC06T1P.1	Shared
S_4975	0.000843127	0.000696328	Car_KC06T1P.1	Shared
S_4977	0.000153296	0.000535697	Car_KC06T1P.1	Shared
S_4980	0.00183955	0.003430174	Car_KC06T1P.1	Shared
S_4981	0.000332141	0.003128236	Car_KC06T1P.1	Shared
S_4982	0.000127747	0	Car_KC06T1P.1	16S
S_4985	0.000102197	0	Car_KC06T1P.1	16S
S_4990	0.000204394	0.000134488	Car_KC06T1P.1	Shared
S_4991	0.001200818	0	Car_KC06T1P.1	16S
S_4993	0	0.000196529	Car_KC06T1P.1	2B
S_4994	0.001737353	0.002211233	Car_KC06T1P.1	Shared
S_4995	0.055876341	0.064754158	Car_KC06T1P.1	Shared
S_4996	0	0.000182875	Car_KC06T1P.1	2B
S_4998	0.000459888	0	Car_KC06T1P.1	16S
S_5000	0.000153296	0	Car_KC06T1P.1	16S
S_5001	0	0.000134442	Car_KC06T1P.1	2B
S_5002	0.000229944	0	Car_KC06T1P.1	16S
S_5003	0.000102197	0	Car_KC06T1P.1	16S
S_5004	0.000178845	0.00049879	Car_KC06T1P.1	Shared
S_5005	0	0.000281715	Car_KC06T1P.1	2B
S_5008	0.021001533	0.009759724	Car_KC06T1P.1	Shared
S_5010	0.00148186	0.000133549	Car_KC06T1P.1	Shared
S_5012	0.000868677	0.006937483	Car_KC06T1P.1	Shared
S_5014	0.000102197	0	Car_KC06T1P.1	16S
S_5015	0.000306592	0.001016908	Car_KC06T1P.1	Shared
S_5016	0.000204394	0.000116213	Car_KC06T1P.1	Shared
S_5017	0.000229944	0.000794734	Car_KC06T1P.1	Shared
S_5018	0.000689831	0	Car_KC06T1P.1	16S
S_5020	0.000102197	0	Car_KC06T1P.1	16S
S_5021	0.003014819	0.003138367	Car_KC06T1P.1	Shared
S_5022	0.001200818	0.004216978	Car_KC06T1P.1	Shared
S_5024	0.001226367	0.000794113	Car_KC06T1P.1	Shared
S_5026	0.000178845	0.000166901	Car_KC06T1P.1	Shared
S_5031	0.000229944	0	Car_KC06T1P.1	16S
S_5033	0.000306592	0	Car_KC06T1P.1	16S
S_5036	0.000204394	0	Car_KC06T1P.1	16S
S_5037	0.001226367	0.00120063	Car_KC06T1P.1	Shared
S_5038	0.000919775	0.000145553	Car_KC06T1P.1	Shared
S_5042	0	0.000237738	Car_KC06T1P.1	2B
S_5047	0.000868677	0.001094654	Car_KC06T1P.1	Shared
S_5048	0	0.001125685	Car_KC06T1P.1	2B
S_5049	0.000127747	0	Car_KC06T1P.1	16S
S_5050	0	0.000178892	Car_KC06T1P.1	2B
S_5051	0.000536536	0	Car_KC06T1P.1	16S
S_5052	0.000536536	0.000726278	Car_KC06T1P.1	Shared
S_5054	0.00148186	0	Car_KC06T1P.1	16S
S_5055	0.017935616	0.004350921	Car_KC06T1P.1	Shared
S_5058	0.000843127	0.000225159	Car_KC06T1P.1	Shared
S_5063	0.000306592	0.001996454	Car_KC06T1P.1	Shared
S_5064	0	0.000229742	Car_KC06T1P.1	2B
S_5065	0.000970874	0.000922446	Car_KC06T1P.1	Shared
S_5066	0.000102197	0	Car_KC06T1P.1	16S
S_5067	0.000178845	0	Car_KC06T1P.1	16S
S_5068	0.000127747	0	Car_KC06T1P.1	16S
S_5072	0	0.000167032	Car_KC06T1P.1	2B
S_5074	0.001916198	0	Car_KC06T1P.1	16S
S_5077	0	0.000195437	Car_KC06T1P.1	2B
S_5079	0	0.000166719	Car_KC06T1P.1	2B
S_5081	0.000102197	0.000399972	Car_KC06T1P.1	Shared
S_5082	0.00038324	0.000791177	Car_KC06T1P.1	Shared
S_5083	0.000255493	0	Car_KC06T1P.1	16S
S_5087	0.000153296	0.000953188	Car_KC06T1P.1	Shared
S_5090	0.000434338	0	Car_KC06T1P.1	16S
S_5091	0	0.000307167	Car_KC06T1P.1	2B
S_5092	0.000664282	0.000124734	Car_KC06T1P.1	Shared
S_5095	0.079126214	0.007333971	Car_KC06T1P.1	Shared
S_5097	0.01075626	0.002912799	Car_KC06T1P.1	Shared
S_5099	0.000102197	0	Car_KC06T1P.1	16S
S_5100	0	0.000149085	Car_KC06T1P.1	2B
S_5105	0	0.000171451	Car_KC06T1P.1	2B
S_5106	0.011957077	0.098231459	Car_KC06T1P.1	Shared
S_5109	0.000229944	0.002953087	Car_KC06T1P.1	Shared
S_5110	0.000434338	0	Car_KC06T1P.1	16S
S_5112	0.000536536	0.000557384	Car_KC06T1P.1	Shared
S_5113	0.000127747	0	Car_KC06T1P.1	16S
S_5115	0.000153296	0.000235193	Car_KC06T1P.1	Shared
S_5117	0.023198774	0.001223774	Car_KC06T1P.1	Shared
S_5119	0.006336229	0.001298288	Car_KC06T1P.1	Shared
S_5122	0.001762902	0.002186007	Car_KC06T1P.1	Shared
S_5123	0.000153296	0	Car_KC06T1P.1	16S
S_5125	0.000638733	0	Car_KC06T1P.1	16S
S_5126	0.000102197	0.000251298	Car_KC06T1P.1	Shared
S_5127	0.000536536	0.000216484	Car_KC06T1P.1	Shared
S_5128	0	0.0001048	Car_KC06T1P.1	2B
S_5129	0.00518651	0.00200336	Car_KC06T1P.1	Shared
S_5131	0.000127747	0.000110216	Car_KC06T1P.1	Shared
S_5132	0.000255493	0.000264995	Car_KC06T1P.1	Shared
S_5138	0	0.000665555	Car_KC06T1P.1	2B
S_5139	0.000102197	0.000435933	Car_KC06T1P.1	Shared
S_5141	0.000229944	0.000565347	Car_KC06T1P.1	Shared
S_5142	0.000102197	0	Car_KC06T1P.1	16S
S_5143	0.000664282	0	Car_KC06T1P.1	16S
S_5147	0.000153296	0.001586987	Car_KC06T1P.1	Shared
S_5148	0.001941748	0.004114843	Car_KC06T1P.1	Shared
S_5149	0	0.000152803	Car_KC06T1P.1	2B
S_5151	0.000970874	0.011638701	Car_KC06T1P.1	Shared
S_5152	0.030531426	0.015358113	Car_KC06T1P.1	Shared
S_5155	0.00112417	0	Car_KC06T1P.1	16S
S_5156	0.000587634	0.003620158	Car_KC06T1P.1	Shared
S_5159	0	0.000214961	Car_KC06T1P.1	2B
S_5162	0.000102197	0	Car_KC06T1P.1	16S
S_5163	0	0.000235389	Car_KC06T1P.1	2B
S_5165	0.00035769	0.000680369	Car_KC06T1P.1	Shared
S_5166	0.000102197	0	Car_KC06T1P.1	16S
S_5169	0.000178845	0	Car_KC06T1P.1	16S
S_5170	0.000281042	0.000100255	Car_KC06T1P.1	Shared
S_5174	0.01037302	0.001031723	Car_KC06T1P.1	Shared
S_5176	0	0.000267128	Car_KC06T1P.1	2B
S_5177	0	0.000254514	Car_KC06T1P.1	2B
S_5178	0	0.000105373	Car_KC06T1P.1	2B
S_5187	0.000153296	0	Car_KC06T1P.1	16S
S_5188	0	0.000114587	Car_KC06T1P.1	2B
S_5192	0	0.000575876	Car_KC06T1P.1	2B
S_5195	0	0.000186157	Car_KC06T1P.1	2B
S_5196	0.000153296	0.000354924	Car_KC06T1P.1	Shared
S_5197	0	0.00013347	Car_KC06T1P.1	2B
S_5199	0.000485437	0.002741103	Car_KC06T1P.1	Shared
S_5202	0.000127747	0	Car_KC06T1P.1	16S
S_5203	0.001251916	0	Car_KC06T1P.1	16S
S_5207	0.00074093	0.001494865	Car_KC06T1P.1	Shared
S_5208	0.000843127	0.00103305	Car_KC06T1P.1	Shared
S_5209	0.000229944	0	Car_KC06T1P.1	16S
S_5210	0.003423608	0	Car_KC06T1P.1	16S
S_5214	0.000766479	0.004518236	Car_KC06T1P.1	Shared
S_5215	0.000102197	0	Car_KC06T1P.1	16S
S_5216	0	0.000138968	Car_KC06T1P.1	2B
S_5218	0.000485437	0.000969917	Car_KC06T1P.1	Shared
S_5222	0.066607052	0.011997349	Car_KC06T1P.1	Shared
S_5224	0.000153296	0.000322243	Car_KC06T1P.1	Shared
S_5225	0.001251916	0.001122826	Car_KC06T1P.1	Shared
S_5229	0.00038324	0	Car_KC06T1P.1	16S
S_5230	0	0.00029243	Car_KC06T1P.1	2B
S_5233	0.010194175	0.000902943	Car_KC06T1P.1	Shared
S_5235	0.006591722	0.003129693	Car_KC06T1P.1	Shared
S_5237	0.000229944	0.001247296	Car_KC06T1P.1	Shared
S_5238	0.04964231	0.010645372	Car_KC06T1P.1	Shared
S_5239	0.000127747	0	Car_KC06T1P.1	16S
S_5242	0.000229944	0	Car_KC06T1P.1	16S
S_5244	0.00074093	0.002389317	Car_KC06T1P.1	Shared
S_5245	0	0.000568732	Car_KC06T1P.1	2B
S_5247	0	0.000194116	Car_KC06T1P.1	2B
S_5250	0	0.000420561	Car_KC06T1P.1	2B
S_5251	0	0.000104167	Car_KC06T1P.1	2B
S_5254	0	0.000103382	Car_KC06T1P.1	2B
S_5255	0	0.000590525	Car_KC06T1P.1	2B
S_5258	0	0.000198542	Car_KC06T1P.1	2B
S_5259	0	0.000135185	Car_KC06T1P.1	2B
S_5260	0	0.000216028	Car_KC06T1P.1	Archaea
S_5268	0	0.000157956	Car_KC06T1P.1	2B
S_5269	0	0.000109951	Car_KC06T1P.1	2B
S_5270	0	0.000845528	Car_KC06T1P.1	2B
S_5274	0	0.000391158	Car_KC06T1P.1	2B
S_5277	0	0.000653614	Car_KC06T1P.1	2B
S_5283	0	0.000116116	Car_KC06T1P.1	2B
S_5290	0	0.003634994	Car_KC06T1P.1	2B
S_5293	0	0.000126816	Car_KC06T1P.1	2B
S_5294	0	0.000263214	Car_KC06T1P.1	2B
S_5295	0	0.000112212	Car_KC06T1P.1	2B
S_5296	0	0.000346547	Car_KC06T1P.1	2B
S_5298	0	0.000141148	Car_KC06T1P.1	Archaea
S_5299	0	0.000223862	Car_KC06T1P.1	2B
S_5302	0	0.000188491	Car_KC06T1P.1	2B
S_5303	0	0.001392956	Car_KC06T1P.1	2B
S_5305	0	0.000101039	Car_KC06T1P.1	2B
S_5313	0	0.003250116	Car_KC06T1P.1	2B
S_5315	0	0.000211964	Car_KC06T1P.1	2B
S_5317	0	0.000680287	Car_KC06T1P.1	2B
S_5322	0	0.000110232	Car_KC06T1P.1	2B
S_5328	0	0.000105722	Car_KC06T1P.1	2B
S_5330	0	0.000208337	Car_KC06T1P.1	2B
S_5331	0	0.000122503	Car_KC06T1P.1	2B
S_5335	0	0.00219274	Car_KC06T1P.1	Eukaryota
S_5336	0	0.000319224	Car_KC06T1P.1	2B
S_5339	0	0.000118145	Car_KC06T1P.1	2B
S_5342	0	0.000164728	Car_KC06T1P.1	2B
S_5343	0	0.000188113	Car_KC06T1P.1	2B
S_5346	0	0.000146622	Car_KC06T1P.1	2B
S_5351	0	0.002686194	Car_KC06T1P.1	Eukaryota
S_5356	0	0.00012718	Car_KC06T1P.1	2B
S_5357	0	0.000208509	Car_KC06T1P.1	2B
S_5358	0	0.000360156	Car_KC06T1P.1	2B
S_5359	0	0.000158477	Car_KC06T1P.1	2B
S_5360	0	0.000209979	Car_KC06T1P.1	2B
S_5361	0	0.000216253	Car_KC06T1P.1	2B
S_5363	0	0.000287423	Car_KC06T1P.1	2B
S_5371	0	0.000222258	Car_KC06T1P.1	2B
S_5372	0	0.000168185	Car_KC06T1P.1	2B
S_5376	0	0.000113124	Car_KC06T1P.1	2B
S_5377	0	0.000269975	Car_KC06T1P.1	2B
S_5381	0	0.000115746	Car_KC06T1P.1	2B
S_5383	0	0.000262097	Car_KC06T1P.1	2B
S_5389	0	0.000100608	Car_KC06T1P.1	2B
S_5391	0	0.000147775	Car_KC06T1P.1	2B
S_5392	0	0.002457054	Car_KC06T1P.1	2B
S_5393	0	0.000200755	Car_KC06T1P.1	2B
S_5395	0	0.000120128	Car_KC06T1P.1	2B
S_5396	0	0.00029261	Car_KC06T1P.1	2B
S_5398	0	0.000120133	Car_KC06T1P.1	2B
S_5407	0	0.000148204	Car_KC06T1P.1	2B
S_5408	0	0.00083699	Car_KC06T1P.1	2B
S_5411	0	0.003440133	Car_KC06T1P.1	2B
S_5412	0	0.000140125	Car_KC06T1P.1	2B
S_5413	0	0.000114651	Car_KC06T1P.1	2B
S_5417	0	0.000517912	Car_KC06T1P.1	2B
S_5419	0	0.000100837	Car_KC06T1P.1	2B
S_5420	0	0.000144935	Car_KC06T1P.1	2B
S_5429	0	0.001408461	Car_KC06T1P.1	2B
S_5432	0	0.00015739	Car_KC06T1P.1	2B
S_5435	0	0.000250177	Car_KC06T1P.1	2B
S_5442	0	0.000228201	Car_KC06T1P.1	2B
S_5444	0	0.001468678	Car_KC06T1P.1	2B
S_5445	0	0.000123006	Car_KC06T1P.1	2B
S_5449	0	0.000233146	Car_KC06T1P.1	2B
S_5452	0	0.000200687	Car_KC06T1P.1	2B
S_5455	0	0.001826636	Car_KC06T1P.1	2B
S_5464	0	0.001334153	Car_KC06T1P.1	2B
S_5470	0	0.000221301	Car_KC06T1P.1	2B
S_5476	0	0.000218622	Car_KC06T1P.1	2B
S_5481	0	0.000106099	Car_KC06T1P.1	2B
S_5491	0.009002421	0.016030655	Car_KC06T2P.1	Shared
S_5493	0.000453904	0.000235689	Car_KC06T2P.1	Shared
S_5494	0.000302602	0.000185353	Car_KC06T2P.1	Shared
S_5499	0.000100867	0	Car_KC06T2P.1	16S
S_5500	0	0.000183517	Car_KC06T2P.1	2B
S_5501	0.000176518	0	Car_KC06T2P.1	16S
S_5503	0.000706072	0.000357746	Car_KC06T2P.1	Shared
S_5505	0.000126084	0	Car_KC06T2P.1	16S
S_5506	0.000302602	0.000234388	Car_KC06T2P.1	Shared
S_5507	0.000151301	0	Car_KC06T2P.1	16S
S_5511	0.001765181	0	Car_KC06T2P.1	16S
S_5513	0.000100867	0.000970349	Car_KC06T2P.1	Shared
S_5514	0.000252169	0.001526984	Car_KC06T2P.1	Shared
S_5515	0	0.000125492	Car_KC06T2P.1	2B
S_5516	0.00080694	0	Car_KC06T2P.1	16S
S_5518	0.000151301	0.000142818	Car_KC06T2P.1	Shared
S_5519	0.011877143	0.007004064	Car_KC06T2P.1	Shared
S_5520	0.001462578	0.000159332	Car_KC06T2P.1	Shared
S_5521	0.002420819	0.006103517	Car_KC06T2P.1	Shared
S_5522	0.000226952	0	Car_KC06T2P.1	16S
S_5528	0.000428687	0	Car_KC06T2P.1	16S
S_5529	0.000176518	0	Car_KC06T2P.1	16S
S_5531	0.001840831	0.003549814	Car_KC06T2P.1	Shared
S_5535	0.005749445	0.015992459	Car_KC06T2P.1	Shared
S_5536	0	0.000187998	Car_KC06T2P.1	2B
S_5541	0.001235626	0.000689797	Car_KC06T2P.1	Shared
S_5542	0.000100867	0	Car_KC06T2P.1	16S
S_5543	0	0.000620312	Car_KC06T2P.1	2B
S_5545	0	0.00010618	Car_KC06T2P.1	2B
S_5546	0.000151301	0	Car_KC06T2P.1	16S
S_5547	0.000252169	0	Car_KC06T2P.1	16S
S_5548	0.01223018	0.008658217	Car_KC06T2P.1	Shared
S_5550	0.000554771	0.002225356	Car_KC06T2P.1	Shared
S_5552	0.001639096	0.001334402	Car_KC06T2P.1	Shared
S_5553	0.000579988	0.000299494	Car_KC06T2P.1	Shared
S_5554	0.006808554	0.000485367	Car_KC06T2P.1	Shared
S_5556	0.003479927	0	Car_KC06T2P.1	16S
S_5557	0.002017349	0	Car_KC06T2P.1	16S
S_5559	0.001866048	0.002020036	Car_KC06T2P.1	Shared
S_5563	0.000151301	0	Car_KC06T2P.1	16S
S_5564	0.000529554	0	Car_KC06T2P.1	16S
S_5565	0.001840831	0.002972377	Car_KC06T2P.1	Shared
S_5572	0.00040347	0	Car_KC06T2P.1	16S
S_5573	0.000201735	0	Car_KC06T2P.1	16S
S_5575	0.000176518	0	Car_KC06T2P.1	16S
S_5576	0.005295542	0	Car_KC06T2P.1	16S
S_5578	0	0.001694949	Car_KC06T2P.1	2B
S_5580	0.001513012	0.005808384	Car_KC06T2P.1	Shared
S_5584	0	0.00013932	Car_KC06T2P.1	2B
S_5586	0.000353036	0	Car_KC06T2P.1	16S
S_5587	0.000176518	0	Car_KC06T2P.1	16S
S_5589	0.001513012	0.000226398	Car_KC06T2P.1	Shared
S_5595	0.000151301	0	Car_KC06T2P.1	16S
S_5597	0.000378253	0	Car_KC06T2P.1	16S
S_5598	0.00080694	0.000410944	Car_KC06T2P.1	Shared
S_5601	0.001866048	0.000921962	Car_KC06T2P.1	Shared
S_5602	0.012936252	0.000385711	Car_KC06T2P.1	Shared
S_5603	0.000100867	0	Car_KC06T2P.1	16S
S_5604	0	0.000122604	Car_KC06T2P.1	2B
S_5605	0.019265685	0.014565614	Car_KC06T2P.1	Shared
S_5606	0.000201735	0.000331297	Car_KC06T2P.1	Shared
S_5607	0.001538229	0	Car_KC06T2P.1	16S
S_5609	0.000100867	0.000261279	Car_KC06T2P.1	Shared
S_5610	0.000126084	0	Car_KC06T2P.1	16S
S_5611	0.00216865	0.004229516	Car_KC06T2P.1	Shared
S_5613	0.000100867	0.000323095	Car_KC06T2P.1	Shared
S_5616	0	0.000376316	Car_KC06T2P.1	2B
S_5617	0.000277386	0	Car_KC06T2P.1	16S
S_5620	0.000302602	0.000306287	Car_KC06T2P.1	Shared
S_5621	0.00088259	0.000821937	Car_KC06T2P.1	Shared
S_5622	0.000100867	0	Car_KC06T2P.1	16S
S_5623	0.035757515	0.008719252	Car_KC06T2P.1	Shared
S_5625	0.000100867	0	Car_KC06T2P.1	16S
S_5626	0.000201735	0	Car_KC06T2P.1	16S
S_5630	0.000176518	0	Car_KC06T2P.1	16S
S_5631	0.002193867	0.012621075	Car_KC06T2P.1	Shared
S_5632	0.000100867	0	Car_KC06T2P.1	16S
S_5633	0.000151301	0.000142561	Car_KC06T2P.1	Shared
S_5634	0.001033891	0.002298958	Car_KC06T2P.1	Shared
S_5635	0.000126084	0.002264706	Car_KC06T2P.1	Shared
S_5636	0.001513012	0.002951141	Car_KC06T2P.1	Shared
S_5641	0	0.000127787	Car_KC06T2P.1	2B
S_5643	0.000378253	0.000649199	Car_KC06T2P.1	Shared
S_5646	0.000226952	0.001085114	Car_KC06T2P.1	Shared
S_5648	0.000453904	0	Car_KC06T2P.1	16S
S_5649	0.000832157	0.000723602	Car_KC06T2P.1	Shared
S_5653	0.000126084	0	Car_KC06T2P.1	16S
S_5655	0.00088259	0.000209698	Car_KC06T2P.1	Shared
S_5656	0.000126084	0	Car_KC06T2P.1	16S
S_5659	0.000277386	0	Car_KC06T2P.1	16S
S_5661	0.000302602	0	Car_KC06T2P.1	16S
S_5663	0.001538229	0.001461807	Car_KC06T2P.1	Shared
S_5664	0.000201735	0	Car_KC06T2P.1	16S
S_5665	0.00168953	0.003245048	Car_KC06T2P.1	Shared
S_5666	0.000428687	0	Car_KC06T2P.1	16S
S_5668	0.007010288	0.006019727	Car_KC06T2P.1	Shared
S_5669	0.000126084	0	Car_KC06T2P.1	16S
S_5670	0.000327819	0	Car_KC06T2P.1	16S
S_5672	0.000226952	0.000156626	Car_KC06T2P.1	Shared
S_5675	0.000302602	0	Car_KC06T2P.1	16S
S_5676	0.000453904	0	Car_KC06T2P.1	16S
S_5678	0.000277386	0.000393709	Car_KC06T2P.1	Shared
S_5679	0.000857373	0.000863101	Car_KC06T2P.1	Shared
S_5682	0.000554771	0.000625796	Car_KC06T2P.1	Shared
S_5683	0.001840831	0.001518462	Car_KC06T2P.1	Shared
S_5684	0.000605205	0.00102689	Car_KC06T2P.1	Shared
S_5686	0.000504337	0.000264852	Car_KC06T2P.1	Shared
S_5687	0.00047912	0	Car_KC06T2P.1	16S
S_5689	0.001361711	0.000612678	Car_KC06T2P.1	Shared
S_5690	0.007968529	0.017666139	Car_KC06T2P.1	Shared
S_5691	0.000226952	0	Car_KC06T2P.1	16S
S_5692	0.00047912	0	Car_KC06T2P.1	16S
S_5693	0.001639096	0.004843771	Car_KC06T2P.1	Shared
S_5694	0.000226952	0	Car_KC06T2P.1	16S
S_5695	0.002193867	0.001298173	Car_KC06T2P.1	Shared
S_5696	0.000100867	0	Car_KC06T2P.1	16S
S_5697	0.001134759	0.001603127	Car_KC06T2P.1	Shared
S_5702	0.000630422	0.00063318	Car_KC06T2P.1	Shared
S_5707	0	0.000154203	Car_KC06T2P.1	2B
S_5708	0.000353036	0	Car_KC06T2P.1	16S
S_5710	0.000226952	0	Car_KC06T2P.1	16S
S_5711	0.004942506	0.003722526	Car_KC06T2P.1	Shared
S_5716	0.000378253	0	Car_KC06T2P.1	16S
S_5717	0.000907807	0	Car_KC06T2P.1	16S
S_5720	0.000151301	0	Car_KC06T2P.1	16S
S_5722	0.001260843	0.000493418	Car_KC06T2P.1	Shared
S_5724	0.000252169	0.00071591	Car_KC06T2P.1	Shared
S_5732	0.000453904	0.000144792	Car_KC06T2P.1	Shared
S_5733	0.000579988	0.000192964	Car_KC06T2P.1	Shared
S_5734	0.000226952	0	Car_KC06T2P.1	16S
S_5735	0.000630422	0.00163067	Car_KC06T2P.1	Shared
S_5736	0.001260843	0.000746603	Car_KC06T2P.1	Shared
S_5738	0.000529554	0	Car_KC06T2P.1	16S
S_5740	0.004740771	0.005073146	Car_KC06T2P.1	Shared
S_5741	0.000100867	0	Car_KC06T2P.1	16S
S_5742	0.000100867	0.000145966	Car_KC06T2P.1	Shared
S_5743	0.000201735	0.000548544	Car_KC06T2P.1	Shared
S_5744	0.000277386	0	Car_KC06T2P.1	16S
S_5745	0.000100867	0.000172823	Car_KC06T2P.1	Shared
S_5747	0	0.000164326	Car_KC06T2P.1	2B
S_5748	0.000126084	0	Car_KC06T2P.1	16S
S_5749	0.000201735	0	Car_KC06T2P.1	16S
S_5752	0.000100867	0	Car_KC06T2P.1	16S
S_5753	0.001059108	0.000843704	Car_KC06T2P.1	Shared
S_5756	0.000428687	0.000382086	Car_KC06T2P.1	Shared
S_5758	0	0.000105523	Car_KC06T2P.1	2B
S_5759	0.003328626	0.011453976	Car_KC06T2P.1	Shared
S_5761	0.00088259	0.000862472	Car_KC06T2P.1	Shared
S_5762	0.000201735	0	Car_KC06T2P.1	16S
S_5763	0.022216058	0.062092295	Car_KC06T2P.1	Shared
S_5766	0.00121041	0.000576337	Car_KC06T2P.1	Shared
S_5768	0	0.000209047	Car_KC06T2P.1	2B
S_5769	0	0.000384466	Car_KC06T2P.1	2B
S_5772	0.000126084	0	Car_KC06T2P.1	16S
S_5774	0.000529554	0.000454183	Car_KC06T2P.1	Shared
S_5775	0.001109542	0.000194481	Car_KC06T2P.1	Shared
S_5777	0.000176518	0	Car_KC06T2P.1	16S
S_5778	0	0.000159737	Car_KC06T2P.1	2B
S_5782	0.000655638	0.000691496	Car_KC06T2P.1	Shared
S_5783	0.000176518	0.000130893	Car_KC06T2P.1	Shared
S_5784	0.014045794	0.007490179	Car_KC06T2P.1	Shared
S_5785	0.000151301	0	Car_KC06T2P.1	16S
S_5786	0.002193867	0.000492122	Car_KC06T2P.1	Shared
S_5788	0.00040347	0	Car_KC06T2P.1	16S
S_5795	0.003807747	0.000688388	Car_KC06T2P.1	Shared
S_5799	0.000100867	0.000691417	Car_KC06T2P.1	Shared
S_5800	0.000126084	0.000130075	Car_KC06T2P.1	Shared
S_5801	0.002042566	0.000238283	Car_KC06T2P.1	Shared
S_5803	0.000126084	0	Car_KC06T2P.1	16S
S_5805	0.000504337	0	Car_KC06T2P.1	16S
S_5806	0.000630422	0	Car_KC06T2P.1	16S
S_5807	0.000201735	0	Car_KC06T2P.1	16S
S_5808	0	0.000857095	Car_KC06T2P.1	2B
S_5809	0.000579988	0.000855764	Car_KC06T2P.1	Shared
S_5814	0.000428687	0	Car_KC06T2P.1	16S
